instance	g	run	solution	time	status
stilt100_5	2	5	2511776.00	6.96	OK
stilt100_5	2	6	2511776.00	6.89	OK
stilt100_5	2	7	2511776.00	6.99	OK
stilt100_5	2	8	2511776.00	6.86	OK
stilt100_5	2	9	2511776.00	6.89	OK
stilt100_5	2	10	2511776.00	6.87	OK
stilt100_5	5	1	6755753.00	16.19	OK
stilt100_5	5	2	6747204.00	15.75	OK
stilt100_5	5	3	6755753.00	16.16	OK
stilt100_5	5	4	6755753.00	16.06	OK
stilt100_5	5	5	6755753.00	16.08	OK
stilt100_5	5	6	6755753.00	16.10	OK
stilt100_5	5	7	6755753.00	16.09	OK
stilt100_5	5	8	6755753.00	16.14	OK
stilt100_5	5	9	6755753.00	16.14	OK
stilt100_5	5	10	6755753.00	16.08	OK
stilt100_5	8	1	11009548.00	36.73	OK
stilt100_5	8	2	10769169.00	35.88	OK
stilt100_5	8	3	11009548.00	36.55	OK
stilt100_5	8	4	10464341.00	36.89	OK
stilt100_5	8	5	11009548.00	36.58	OK
stilt100_5	8	6	10769169.00	36.58	OK
stilt100_5	8	7	11009548.00	36.41	OK
stilt100_5	8	8	11132037.00	36.28	OK
stilt100_5	8	9	10769169.00	35.97	OK
stilt100_5	8	10	10769169.00	36.06	OK
stilt100_6	2	1	2793186.00	7.02	OK
stilt100_6	2	2	2793186.00	7.02	OK
stilt100_6	2	3	2793186.00	6.96	OK
stilt100_6	2	4	2793186.00	7.00	OK
stilt100_6	2	5	2793186.00	6.96	OK
stilt100_6	2	6	2793186.00	7.00	OK
stilt100_6	2	7	2793186.00	6.99	OK
stilt100_6	2	8	2793186.00	7.02	OK
stilt100_6	2	9	2793186.00	7.01	OK
stilt100_6	2	10	2793186.00	6.98	OK
stilt100_6	5	1	5530495.00	13.83	OK
stilt100_6	5	2	5530495.00	13.84	OK
stilt100_6	5	3	5530495.00	13.83	OK
stilt100_6	5	4	5530495.00	13.83	OK
stilt100_6	5	5	5530495.00	13.81	OK
stilt100_6	5	6	5530495.00	13.80	OK
stilt100_6	5	7	5509618.00	13.77	OK
stilt100_6	5	8	5530495.00	14.09	OK
stilt100_6	5	9	5530495.00	14.01	OK
stilt100_6	5	10	5530495.00	14.23	OK
stilt100_6	8	1	9995726.00	26.00	OK
stilt100_6	8	2	9995726.00	26.05	OK
stilt100_6	8	3	9995726.00	25.84	OK
stilt100_6	8	4	9995726.00	26.35	OK
stilt100_6	8	5	9995726.00	25.90	OK
stilt100_6	8	6	9995726.00	25.80	OK
stilt100_6	8	7	9995726.00	25.92	OK
stilt100_6	8	8	9995726.00	25.93	OK
stilt100_6	8	9	9995726.00	25.94	OK
stilt100_6	8	10	9995726.00	26.15	OK
stilt100_7	2	1	3185244.00	8.14	OK
stilt100_7	2	2	3185244.00	8.30	OK
stilt100_7	2	3	3185244.00	8.09	OK
stilt100_7	2	4	3185244.00	8.10	OK
stilt100_7	2	5	3185244.00	8.37	OK
stilt100_7	2	6	3185244.00	8.36	OK
stilt100_7	2	7	3185244.00	8.17	OK
stilt100_7	2	8	3185244.00	8.13	OK
stilt100_7	2	9	3185244.00	8.13	OK
stilt100_7	2	10	3185244.00	8.35	OK
stilt100_7	5	1	6085162.00	14.83	OK
stilt100_7	5	2	6179085.00	14.98	OK
stilt100_7	5	3	6222610.00	15.10	OK
stilt100_7	5	4	6179085.00	14.92	OK
stilt100_7	5	5	6222610.00	15.23	OK
stilt100_7	5	6	6085162.00	14.91	OK
stilt100_7	5	7	6222610.00	15.31	OK
stilt100_7	5	8	6135457.00	14.82	OK
stilt100_7	5	9	6179085.00	15.00	OK
stilt100_7	5	10	6179085.00	15.12	OK
stilt100_7	8	1	11076213.00	41.66	OK
stilt100_7	8	2	11076213.00	41.74	OK
stilt100_7	8	3	11076213.00	41.74	OK
stilt100_7	8	4	11076213.00	41.35	OK
stilt100_7	8	5	11076213.00	41.27	OK
stilt100_7	8	6	11076213.00	41.85	OK
stilt100_7	8	7	11076213.00	41.17	OK
stilt100_7	8	8	11076213.00	41.29	OK
stilt100_7	8	9	11004114.00	50.60	OK
stilt100_7	8	10	11076213.00	41.70	OK
stilt100_8	2	1	2764351.00	6.97	OK
stilt100_8	2	2	2764351.00	7.04	OK
stilt100_8	2	3	2764351.00	7.08	OK
stilt100_8	2	4	2764351.00	7.10	OK
stilt100_8	2	5	2764351.00	7.02	OK
stilt100_8	2	6	2764351.00	7.03	OK
stilt100_8	2	7	2764351.00	7.05	OK
stilt100_8	2	8	2764351.00	7.25	OK
stilt100_8	2	9	2764351.00	8.56	OK
stilt100_8	2	10	2764351.00	7.66	OK
stilt100_8	5	1	6015264.00	14.72	OK
stilt100_8	5	2	6015264.00	15.98	OK
stilt100_8	5	3	6015264.00	16.56	OK
stilt100_8	5	4	6015264.00	18.45	OK
stilt100_8	5	5	6015264.00	18.51	OK
stilt100_8	5	6	6015264.00	18.65	OK
stilt100_8	5	7	6015264.00	18.71	OK
stilt100_8	5	8	6015264.00	17.71	OK
stilt100_8	5	9	6015264.00	18.13	OK
stilt100_8	5	10	6015264.00	20.13	OK
stilt100_8	8	1	10149584.00	40.41	OK
stilt100_8	8	2	10149584.00	42.33	OK
stilt100_8	8	3	10149584.00	43.26	OK
stilt100_8	8	4	10149584.00	42.14	OK
stilt100_8	8	5	10149584.00	42.62	OK
stilt100_8	8	6	10149584.00	40.97	OK
stilt100_8	8	7	10149584.00	40.03	OK
stilt100_8	8	8	10149584.00	40.07	OK
stilt100_8	8	9	10149584.00	39.88	OK
stilt100_8	8	10	10149584.00	39.73	OK
stilt100_9	2	1	2505204.00	6.66	OK
stilt100_9	2	2	2505204.00	6.63	OK
stilt100_9	2	3	2505204.00	6.69	OK
stilt100_9	2	4	2505204.00	6.64	OK
stilt100_9	2	5	2505204.00	6.62	OK
stilt100_9	2	6	2505204.00	6.65	OK
stilt100_9	2	7	2505204.00	6.60	OK
stilt100_9	2	8	2505204.00	6.60	OK
stilt100_9	2	9	2505204.00	6.67	OK
stilt100_9	2	10	2505204.00	6.66	OK
stilt100_9	5	1	6336032.00	15.69	OK
stilt100_9	5	2	6336032.00	15.45	OK
stilt100_9	5	3	6336032.00	15.51	OK
stilt100_9	5	4	6251142.00	15.60	OK
stilt100_9	5	5	6336032.00	16.02	OK
stilt100_9	5	6	6336032.00	15.47	OK
stilt100_9	5	7	6336032.00	15.46	OK
stilt100_9	5	8	6336032.00	15.44	OK
stilt100_9	5	9	6336032.00	15.52	OK
stilt100_9	5	10	6336032.00	15.49	OK
stilt100_9	8	1	10718963.00	39.32	OK
stilt100_9	8	2	10718963.00	38.88	OK
stilt100_9	8	3	10718963.00	38.93	OK
stilt100_9	8	4	10718963.00	40.16	OK
stilt100_9	8	5	10718963.00	38.97	OK
stilt100_9	8	6	10718963.00	38.84	OK
stilt100_9	8	7	10718963.00	39.13	OK
stilt100_9	8	8	10718963.00	38.95	OK
stilt100_9	8	9	10718963.00	38.88	OK
stilt100_9	8	10	10718963.00	39.05	OK
stilt316_10	2	1	4887725.00	243.17	OK
stilt316_10	2	2	4887725.00	244.39	OK
stilt316_10	2	3	4887725.00	276.80	OK
stilt316_10	2	4	4887725.00	241.02	OK
stilt316_10	2	5	4887725.00	238.17	OK
stilt316_10	2	6	4887725.00	240.79	OK
stilt316_10	2	7	4887725.00	238.47	OK
stilt316_10	2	8	4887725.00	236.86	OK
stilt316_10	2	9	4887725.00	240.61	OK
stilt316_10	2	10	4887725.00	239.43	OK
stilt316_10	5	1	11342289.00	802.66	OK
stilt316_10	5	2	11342289.00	801.14	OK
stilt316_10	5	3	11342289.00	802.60	OK
stilt316_10	5	4	11256506.00	791.08	OK
stilt316_10	5	5	11342289.00	806.02	OK
stilt316_10	5	6	11342289.00	805.54	OK
stilt316_10	5	7	11342289.00	801.21	OK
stilt316_10	5	8	11342289.00	801.71	OK
stilt316_10	5	9	11415506.00	799.92	OK
stilt316_10	5	10	11342289.00	806.54	OK
stilt316_10	8	1	19827764.00	2498.57	OK
stilt316_10	8	2	19827764.00	2489.75	OK
stilt316_10	8	3	19827764.00	2499.74	OK
stilt316_10	8	4	19827764.00	2502.74	OK
stilt316_10	8	5	19827942.00	2503.08	OK
stilt316_10	8	6	19827764.00	2497.07	OK
stilt316_10	8	7	19827764.00	2500.95	OK
stilt316_10	8	8	19827764.00	2487.18	OK
stilt316_10	8	9	19827764.00	2484.19	OK
stilt316_10	8	10	19827764.00	2507.64	OK
stilt316_11	2	1	4843444.00	176.70	OK
stilt316_11	2	2	4843444.00	176.75	OK
stilt316_11	2	3	4843444.00	176.29	OK
stilt316_11	2	4	4607467.00	176.16	OK
stilt316_11	2	5	4843444.00	177.24	OK
stilt316_11	2	6	4607467.00	176.38	OK
stilt316_11	2	7	4607467.00	176.77	OK
stilt316_11	2	8	4843444.00	176.48	OK
stilt316_11	2	9	4843444.00	176.61	OK
stilt316_11	2	10	4843444.00	177.17	OK
stilt316_11	5	1	12239870.00	736.21	OK
stilt316_11	5	2	12009396.00	736.24	OK
stilt316_11	5	3	12009396.00	736.59	OK
stilt316_11	5	4	12009396.00	739.31	OK
stilt316_11	5	5	12239870.00	736.54	OK
stilt316_11	5	6	12239870.00	736.96	OK
stilt316_11	5	7	12009396.00	738.42	OK
stilt316_11	5	8	12239870.00	734.40	OK
stilt316_11	5	9	12009396.00	734.33	OK
stilt316_11	5	10	12009396.00	737.14	OK
stilt316_11	8	1	19197112.00	2050.57	OK
stilt316_11	8	2	19197112.00	2049.35	OK
stilt316_11	8	3	19197112.00	2041.89	OK
stilt316_11	8	4	19197112.00	2051.21	OK
stilt316_11	8	5	19197112.00	2047.96	OK
stilt316_11	8	6	19625700.00	1997.08	OK
stilt316_11	8	7	19197112.00	2043.02	OK
stilt316_11	8	8	19197112.00	2038.20	OK
stilt316_11	8	9	19197112.00	2047.05	OK
stilt316_11	8	10	19197112.00	2047.24	OK
stilt316_12	2	1	4349217.00	179.92	OK
stilt316_12	2	2	4633885.00	177.05	OK
stilt316_12	2	3	4349217.00	178.52	OK
stilt316_12	2	4	4349217.00	178.77	OK
stilt316_12	2	5	4349217.00	179.72	OK
stilt316_12	2	6	4349217.00	179.36	OK
stilt316_12	2	7	4633885.00	177.32	OK
stilt316_12	2	8	4633885.00	177.11	OK
stilt316_12	2	9	4349217.00	180.16	OK
stilt316_12	2	10	4633885.00	177.39	OK
stilt316_12	5	1	12063824.00	921.57	OK
stilt316_12	5	2	12063824.00	919.25	OK
stilt316_12	5	3	12063824.00	919.61	OK
stilt316_12	5	4	12063824.00	922.42	OK
stilt316_12	5	5	12063824.00	913.49	OK
stilt316_12	5	6	11761141.00	927.43	OK
stilt316_12	5	7	12063824.00	916.31	OK
stilt316_12	5	8	11874847.00	931.48	OK
stilt316_12	5	9	11761141.00	925.95	OK
stilt316_12	5	10	12063824.00	917.98	OK
stilt316_12	8	1	19508348.00	2629.77	OK
stilt316_12	8	2	19815286.00	2626.82	OK
stilt316_12	8	3	19508348.00	2636.51	OK
stilt316_12	8	4	19508348.00	2638.63	OK
stilt316_12	8	5	19815286.00	2638.99	OK
stilt316_12	8	6	19508348.00	2632.27	OK
stilt316_12	8	7	19508348.00	2634.13	OK
stilt316_12	8	8	19508348.00	2629.58	OK
stilt316_12	8	9	19508348.00	2635.54	OK
stilt316_12	8	10	19815286.00	2637.07	OK
stilt316_13	2	1	4769142.00	248.56	OK
stilt316_13	2	2	4838223.00	247.53	OK
stilt316_13	2	3	4873230.00	248.07	OK
stilt316_13	2	4	4873230.00	246.66	OK
stilt316_13	2	5	4873230.00	248.45	OK
stilt316_13	2	6	4838223.00	247.64	OK
stilt316_13	2	7	4873230.00	247.05	OK
stilt316_13	2	8	4838223.00	248.92	OK
stilt316_13	2	9	4729732.00	251.64	OK
stilt316_13	2	10	4838223.00	247.54	OK
stilt316_13	5	1	11494191.00	738.40	OK
stilt316_13	5	2	11564445.00	746.28	OK
stilt316_13	5	3	11564445.00	743.82	OK
stilt316_13	5	4	11564445.00	740.73	OK
stilt316_13	5	5	11629908.00	739.98	OK
stilt316_13	5	6	11564445.00	745.14	OK
stilt316_13	5	7	11585641.00	748.83	OK
stilt316_13	5	8	11564445.00	744.17	OK
stilt316_13	5	9	11494191.00	738.04	OK
stilt316_13	5	10	11564445.00	749.98	OK
stilt316_13	8	1	19477454.00	2209.34	OK
stilt316_13	8	2	19477454.00	2205.21	OK
stilt316_13	8	3	19346032.00	2206.55	OK
stilt316_13	8	4	19477454.00	2209.59	OK
stilt316_13	8	5	19477454.00	2204.89	OK
stilt316_13	8	6	19477454.00	2207.89	OK
stilt316_13	8	7	19477454.00	2209.20	OK
stilt316_13	8	8	19477454.00	2217.01	OK
stilt316_13	8	9	19477454.00	2208.92	OK
stilt316_13	8	10	19477454.00	2218.27	OK
stilt316_14	2	1	4264782.00	197.90	OK
stilt316_14	2	2	4264782.00	196.88	OK
stilt316_14	2	3	4264782.00	196.90	OK
stilt316_14	2	4	4264782.00	197.79	OK
stilt316_14	2	5	4264782.00	197.41	OK
stilt316_14	2	6	4297282.00	198.50	OK
stilt316_14	2	7	4297282.00	197.37	OK
stilt316_14	2	8	4264782.00	196.65	OK
stilt316_14	2	9	4264782.00	196.89	OK
stilt316_14	2	10	4264782.00	196.99	OK
stilt316_14	5	1	11234151.00	824.02	OK
stilt316_14	5	2	11234151.00	822.59	OK
stilt316_14	5	3	11234151.00	821.79	OK
stilt316_14	5	4	11234151.00	817.14	OK
stilt316_14	5	5	11234151.00	818.98	OK
stilt316_14	5	6	11234151.00	818.83	OK
stilt316_14	5	7	11135393.00	815.69	OK
stilt316_14	5	8	11234151.00	821.66	OK
stilt316_14	5	9	11234151.00	820.21	OK
stilt316_14	5	10	11234151.00	822.28	OK
stilt316_14	8	1	18339052.00	2137.14	OK
stilt316_14	8	2	18339052.00	2138.27	OK
stilt316_14	8	3	18339052.00	2141.02	OK
stilt316_14	8	4	18339052.00	2141.86	OK
stilt316_14	8	5	18339052.00	2163.67	OK
stilt316_14	8	6	18339052.00	2219.32	OK
stilt316_14	8	7	18339052.00	2167.43	OK
stilt316_14	8	8	18788040.00	2209.47	OK
stilt316_14	8	9	18339052.00	2158.60	OK
stilt316_14	8	10	18339052.00	2147.42	OK
stilt316_15	2	1	4949209.00	210.74	OK
stilt316_15	2	2	4989577.00	211.63	OK
stilt316_15	2	3	4989577.00	211.05	OK
stilt316_15	2	4	4989577.00	210.28	OK
stilt316_15	2	5	4989577.00	213.12	OK
stilt316_15	2	6	4989577.00	210.50	OK
stilt316_15	2	7	4989577.00	210.68	OK
stilt316_15	2	8	4989577.00	211.29	OK
stilt316_15	2	9	4989577.00	211.34	OK
stilt316_15	2	10	4914921.00	212.55	OK
stilt316_15	5	1	11477309.00	728.29	OK
stilt316_15	5	2	11477309.00	730.52	OK
stilt316_15	5	3	11477309.00	724.68	OK
stilt316_15	5	4	11477309.00	725.17	OK
stilt316_15	5	5	11583335.00	724.04	OK
stilt316_15	5	6	11551256.00	726.94	OK
stilt316_15	5	7	11583335.00	725.53	OK
stilt316_15	5	8	11477309.00	724.74	OK
stilt316_15	5	9	11583335.00	726.89	OK
stilt316_15	5	10	11477309.00	726.49	OK
stilt316_15	8	1	18925124.00	2450.20	OK
stilt316_15	8	2	18925124.00	2478.65	OK
stilt316_15	8	3	18925124.00	2466.20	OK
stilt316_15	8	4	18925124.00	2451.52	OK
stilt316_15	8	5	18925124.00	2475.18	OK
stilt316_15	8	6	18925124.00	2470.60	OK
stilt316_15	8	7	18925124.00	2459.14	OK
stilt316_15	8	8	18925124.00	2456.38	OK
stilt316_15	8	9	18925124.00	2468.21	OK
stilt316_15	8	10	18925124.00	2479.32	OK
stilt316_16	2	1	4274751.00	180.71	OK
stilt316_16	2	2	4274751.00	180.59	OK
stilt316_16	2	3	4274751.00	180.87	OK
stilt316_16	2	4	4274751.00	179.71	OK
stilt316_16	2	5	4274751.00	179.33	OK
stilt316_16	2	6	4274751.00	179.85	OK
stilt316_16	2	7	4247769.00	188.76	OK
stilt316_16	2	8	4274751.00	181.96	OK
stilt316_16	2	9	4274751.00	213.17	OK
stilt316_16	2	10	4258999.00	186.27	OK
stilt316_16	5	1	11724794.00	733.41	OK
stilt316_16	5	2	11724794.00	733.19	OK
stilt316_16	5	3	11724794.00	728.05	OK
stilt316_16	5	4	11724794.00	730.91	OK
stilt316_16	5	5	11724794.00	730.09	OK
stilt316_16	5	6	11432574.00	740.49	OK
stilt316_16	5	7	11432574.00	735.42	OK
stilt316_16	5	8	11432574.00	741.68	OK
stilt316_16	5	9	11432574.00	732.28	OK
stilt316_16	5	10	11432574.00	725.34	OK
stilt316_16	8	1	19730284.00	2115.95	OK
stilt316_16	8	2	19730284.00	2123.43	OK
stilt316_16	8	3	19730284.00	2128.48	OK
stilt316_16	8	4	19730284.00	2106.15	OK
stilt316_16	8	5	19730284.00	2122.80	OK
stilt316_16	8	6	19730284.00	2096.20	OK
stilt316_16	8	7	19730284.00	2106.83	OK
stilt316_16	8	8	19730284.00	2111.52	OK
stilt316_16	8	9	19730284.00	2124.06	OK
stilt316_16	8	10	19730284.00	2129.94	OK
stilt316_17	2	1	5063101.00	226.06	OK
stilt316_17	2	2	5063101.00	226.65	OK
stilt316_17	2	3	4900067.00	229.98	OK
stilt316_17	2	4	5063101.00	226.70	OK
stilt316_17	2	5	4803229.00	226.90	OK
stilt316_17	2	6	5063101.00	228.74	OK
stilt316_17	2	7	4900067.00	232.04	OK
stilt316_17	2	8	5063101.00	229.05	OK
stilt316_17	2	9	5063101.00	228.47	OK
stilt316_17	2	10	5063101.00	228.48	OK
stilt316_17	5	1	12340200.00	710.45	OK
stilt316_17	5	2	12340200.00	715.78	OK
stilt316_17	5	3	12340200.00	709.38	OK
stilt316_17	5	4	12340200.00	709.92	OK
stilt316_17	5	5	12340200.00	710.26	OK
stilt316_17	5	6	12054310.00	709.84	OK
stilt316_17	5	7	12340200.00	712.19	OK
stilt316_17	5	8	12054310.00	713.43	OK
stilt316_17	5	9	12340200.00	709.94	OK
stilt316_17	5	10	12054310.00	711.15	OK
stilt316_17	8	1	19967902.00	2255.68	OK
stilt316_17	8	2	19664176.00	2222.59	OK
stilt316_17	8	3	19967902.00	2260.12	OK
stilt316_17	8	4	19967902.00	2245.01	OK
stilt316_17	8	5	19967902.00	2243.08	OK
stilt316_17	8	6	19967902.00	2255.83	OK
stilt316_17	8	7	19967902.00	2251.76	OK
stilt316_17	8	8	20113460.00	2255.91	OK
stilt316_17	8	9	19967902.00	2254.98	OK
stilt316_17	8	10	19967902.00	2258.76	OK
stilt316_18	2	1	4314798.00	176.28	OK
stilt316_18	2	2	4314798.00	177.33	OK
stilt316_18	2	3	4250694.00	176.35	OK
stilt316_18	2	4	4314798.00	176.59	OK
stilt316_18	2	5	4314798.00	175.07	OK
stilt316_18	2	6	4314798.00	176.81	OK
stilt316_18	2	7	4327533.00	177.46	OK
stilt316_18	2	8	4314798.00	175.83	OK
stilt316_18	2	9	4314798.00	175.67	OK
stilt316_18	2	10	4314798.00	175.43	OK
stilt316_18	5	1	10921926.00	786.25	OK
stilt316_18	5	2	10921926.00	786.79	OK
stilt316_18	5	3	10921926.00	784.68	OK
stilt316_18	5	4	10921926.00	790.42	OK
stilt316_18	5	5	10921926.00	785.62	OK
stilt316_18	5	6	10921926.00	777.88	OK
stilt316_18	5	7	10921926.00	786.88	OK
stilt316_18	5	8	10921926.00	787.08	OK
stilt316_18	5	9	10921926.00	785.84	OK
stilt316_18	5	10	10921926.00	787.17	OK
stilt316_18	8	1	18634790.00	2499.22	OK
stilt316_18	8	2	18597156.00	2492.63	OK
stilt316_18	8	3	18635568.00	2520.79	OK
stilt316_18	8	4	18635568.00	2494.98	OK
stilt316_18	8	5	18635568.00	2499.46	OK
stilt316_18	8	6	18638384.00	2471.77	OK
stilt316_18	8	7	18638384.00	2477.26	OK
stilt316_18	8	8	18635568.00	2488.95	OK
stilt316_18	8	9	18635568.00	2480.53	OK
stilt316_18	8	10	18638384.00	2439.77	OK
stilt316_19	2	1	4555416.00	174.90	OK
stilt316_19	2	2	4555416.00	176.93	OK
stilt316_19	2	3	4555416.00	180.96	OK
stilt316_19	2	4	4555416.00	181.15	OK
stilt316_19	2	5	4555416.00	182.11	OK
stilt316_19	2	6	4555416.00	182.10	OK
stilt316_19	2	7	4555416.00	176.93	OK
stilt316_19	2	8	4555416.00	176.84	OK
stilt316_19	2	9	4555416.00	177.20	OK
stilt316_19	2	10	4555416.00	181.02	OK
stilt316_19	5	1	11653189.00	691.84	OK
stilt316_19	5	2	11101508.00	706.59	OK
stilt316_19	5	3	11653189.00	735.89	OK
stilt316_19	5	4	11653189.00	697.09	OK
stilt316_19	5	5	11653189.00	693.32	OK
stilt316_19	5	6	11653189.00	696.75	OK
stilt316_19	5	7	11653189.00	707.49	OK
stilt316_19	5	8	11330148.00	714.13	OK
stilt316_19	5	9	11653189.00	714.41	OK
stilt316_19	5	10	11653189.00	718.77	OK
stilt316_19	8	1	18434836.00	1970.45	OK
stilt316_19	8	2	18434836.00	1969.50	OK
stilt316_19	8	3	18434836.00	1973.32	OK
stilt316_19	8	4	18434836.00	1964.88	OK
stilt316_19	8	5	18434836.00	1973.46	OK
stilt316_19	8	6	18434836.00	1968.59	OK
stilt316_19	8	7	18434836.00	1967.63	OK
stilt316_19	8	8	18434836.00	1972.72	OK
stilt316_19	8	9	18434836.00	1971.26	OK
stilt316_19	8	10	18434836.00	1968.87	OK
td100_1	2	1	37456.00	2.43	OK
td100_1	2	2	37456.00	2.43	OK
td100_1	2	3	37456.00	3.19	OK
td100_1	2	4	37456.00	3.20	OK
td100_1	2	5	37456.00	3.19	OK
td100_1	2	6	37456.00	3.15	OK
td100_1	2	7	37456.00	3.21	OK
td100_1	2	8	37456.00	3.14	OK
td100_1	2	9	37456.00	3.15	OK
td100_1	2	10	37456.00	3.16	OK
td100_1	5	1	87050.00	4.61	OK
td100_1	5	2	87050.00	4.61	OK
td100_1	5	3	87050.00	5.14	OK
td100_1	5	4	87050.00	4.67	OK
td100_1	5	5	87050.00	4.66	OK
td100_1	5	6	87050.00	4.69	OK
td100_1	5	7	87050.00	4.63	OK
td100_1	5	8	87050.00	4.59	OK
td100_1	5	9	87050.00	4.65	OK
td100_1	5	10	87050.00	4.62	OK
td100_1	8	1	158677.00	22.90	OK
td100_1	8	2	158677.00	22.86	OK
td100_1	8	3	158677.00	22.72	OK
td100_1	8	4	158677.00	22.91	OK
td100_1	8	5	158677.00	22.84	OK
td100_1	8	6	158677.00	22.94	OK
td100_1	8	7	158677.00	22.82	OK
td100_1	8	8	158677.00	22.72	OK
td100_1	8	9	158711.00	22.57	OK
td100_1	8	10	158677.00	22.79	OK
td316_10	2	1	82989.00	89.93	OK
td316_10	2	2	82989.00	89.19	OK
td316_10	2	3	82989.00	89.56	OK
td316_10	2	4	82989.00	90.10	OK
td316_10	2	5	82989.00	89.72	OK
td316_10	2	6	82989.00	90.24	OK
td316_10	2	7	82989.00	89.65	OK
td316_10	2	8	82989.00	89.50	OK
td316_10	2	9	82989.00	89.19	OK
td316_10	2	10	82989.00	89.59	OK
td316_10	5	1	213965.00	347.41	OK
td316_10	5	2	213965.00	348.44	OK
td316_10	5	3	212884.00	348.35	OK
td316_10	5	4	213965.00	347.03	OK
td316_10	5	5	212884.00	347.00	OK
td316_10	5	6	213965.00	348.21	OK
td316_10	5	7	213965.00	347.14	OK
td316_10	5	8	213965.00	345.81	OK
td316_10	5	9	211325.00	346.97	OK
td316_10	5	10	213965.00	348.39	OK
td316_10	8	1	397848.00	1341.09	OK
td316_10	8	2	399432.00	1350.60	OK
td316_10	8	3	399432.00	1336.20	OK
td316_10	8	4	399432.00	1345.40	OK
td316_10	8	5	399432.00	1345.38	OK
td316_10	8	6	399432.00	1344.95	OK
td316_10	8	7	399432.00	1350.38	OK
td316_10	8	8	399432.00	1342.50	OK
td316_10	8	9	399432.00	1343.96	OK
td316_10	8	10	399432.00	1351.93	OK
