instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
ftv110	2	10	1953.60	16.83	1922.00	22.4010	0.4740	21.9800	1892.0	16.0	OPTIMAL	1.5856	False	1893.0	1.5320
ftv110	5	10	1961.00	10.88	1932.00	29.0570	0.7514	27.3300	1892.0	13.2	OPTIMAL	2.1142	False	1893.0	2.0602
ftv110	8	10	2025.50	14.35	2010.00	27.6530	0.7770	26.8100	1892.0	13.3	OPTIMAL	6.2368	False	1893.0	6.1807
ftv120	2	10	2011.80	34.54	1991.00	33.5100	0.1692	33.2700	1950.0	9.9	OPTIMAL	2.1026	False	1950.0	2.1026
ftv120	5	10	2059.70	12.01	2036.00	36.7860	0.4812	36.0200	1950.0	10.1	OPTIMAL	4.4103	False	1950.0	4.4103
ftv120	8	10	2106.10	24.09	2088.00	28.6810	0.3551	28.2300	1950.0	8.9	OPTIMAL	7.0769	False	1950.0	7.0769
ftv130	2	10	2284.50	22.32	2221.00	41.6030	0.5658	40.9300	2160.0	16.9	OPTIMAL	2.8241	False	2161.0	2.7765
ftv130	5	10	2294.20	50.94	2164.00	50.0670	0.4475	49.5900	2160.0	13.3	OPTIMAL	0.1852	False	2161.0	0.1388
ftv130	8	10	2340.00	28.05	2300.00	35.5430	0.4590	35.0400	2160.0	15.9	OPTIMAL	6.4815	False	2165.0	6.2356
ftv140	2	10	2344.50	35.54	2328.00	60.1470	0.2379	59.8100	2255.0	26.5	OPTIMAL	3.2373	False	2257.0	3.1458
ftv140	5	10	2409.90	28.59	2362.00	69.8840	0.6195	69.1000	2255.0	28.0	OPTIMAL	4.7450	False	2264.0	4.3286
ftv140	8	10	2447.20	22.24	2422.00	58.0030	1.5437	56.5000	2255.0	19.4	OPTIMAL	7.4058	False	2264.0	6.9788
ftv150	2	10	2732.00	10.70	2719.00	77.9620	0.3799	77.0500	2543.0	29.7	OPTIMAL	6.9210	False	2544.0	6.8789
ftv150	5	10	2722.90	14.90	2689.00	92.9970	1.0984	91.7600	2543.0	24.0	OPTIMAL	5.7413	False	2551.0	5.4096
ftv150	8	10	2754.60	37.18	2692.00	88.7920	2.3358	86.3300	2543.0	27.5	OPTIMAL	5.8592	False	2544.0	5.8176
ftv160	2	10	2689.60	36.24	2662.00	95.6050	1.3550	93.6900	2528.0	35.4	OPTIMAL	5.3006	False	2528.0	5.3006
ftv160	5	10	2703.50	29.41	2655.00	110.7460	0.7559	109.4600	2528.0	30.4	OPTIMAL	5.0237	False	2530.0	4.9407
ftv160	8	10	2765.90	35.59	2721.00	99.2440	1.3326	97.7000	2528.0	38.9	OPTIMAL	7.6345	False	2530.0	7.5494
ftv170	2	10	2900.30	39.60	2813.00	124.8260	0.8205	123.3800	2660.0	23.0	OPTIMAL	5.7519	False	2660.0	5.7519
ftv170	5	10	2928.50	36.98	2831.00	150.5920	1.1166	149.0800	2660.0	25.0	OPTIMAL	6.4286	False	2660.0	6.4286
ftv170	8	10	2944.80	120.53	2679.00	131.8460	0.9505	130.3300	2660.0	27.2	OPTIMAL	0.7143	False	2660.0	0.7143
ftv33	2	10	1083.00	0.00	1083.00	0.1720	0.0079	0.1600	1083.0	0.2	OPTIMAL	0.0000	True	1083.0	0.0000
ftv33	5	10	1083.00	0.00	1083.00	0.1990	0.0074	0.1800	1083.0	0.2	OPTIMAL	0.0000	True	1083.0	0.0000
ftv33	8	10	1228.00	0.00	1228.00	0.2960	0.0084	0.2800	1148.0	0.3	OPTIMAL	6.9686	True	1148.0	6.9686
ftv35	2	10	1162.00	2.11	1161.00	0.1810	0.0032	0.1800	1161.0	0.3	OPTIMAL	0.0000	True	1161.0	0.0000
