instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
ftv55	8	10	1595.90	25.08	1586.00	9.0040	0.1006	8.8300	1553.0	1.4	OPTIMAL	2.7624	False	1554.0	2.6963
ftv64	2	10	1589.60	5.68	1583.00	6.9750	0.0430	6.9000	1545.0	1.5	OPTIMAL	2.8867	False	1545.0	2.8867
ftv64	5	10	1608.70	4.35	1606.00	9.8650	0.1264	9.6900	1545.0	1.3	OPTIMAL	4.1230	False	1545.0	4.1230
ftv64	8	10	1657.00	0.00	1657.00	13.0580	0.0658	12.9400	1548.0	2.1	OPTIMAL	7.0413	False	1550.0	6.9032
ftv70	2	10	1669.00	0.00	1669.00	10.1450	0.0964	10.0300	1669.0	2.6	OPTIMAL	0.0000	False	1669.0	0.0000
ftv70	5	10	1707.80	18.72	1669.00	13.0160	0.0773	12.9400	1669.0	2.3	OPTIMAL	2.3247	False	1673.0	2.0801
ftv70	8	10	1789.40	4.43	1788.00	14.8770	0.1455	14.7600	1716.0	5.3	OPTIMAL	4.2774	False	1716.0	4.2774
ftv80	2	10	1712.00	0.00	1712.00	18.1410	0.2618	17.8800	1376.0	3.9	OPTIMAL	24.4186	False	1376.0	24.4186
ftv80	5	10	1428.20	17.04	1415.00	22.1770	0.2165	22.0100	1376.0	4.1	OPTIMAL	3.7936	False	1380.0	3.4928
ftv80	8	10	1413.70	14.86	1409.00	32.7750	0.4025	32.4500	1376.0	4.0	OPTIMAL	2.7398	False	1376.0	2.7398
ftv90	2	10	1491.00	0.00	1491.00	51.5080	0.2336	51.2400	1452.0	4.2	OPTIMAL	2.6860	False	1452.0	2.6860
ftv90	5	10	1521.20	34.90	1491.00	46.9650	0.2198	46.6500	1452.0	4.7	OPTIMAL	4.7658	False	1452.0	4.7658
ftv90	8	10	1556.00	0.00	1556.00	48.0720	0.1815	47.8400	1452.0	4.5	OPTIMAL	7.1625	False	1452.0	7.1625
kro124	2	10	10081.20	117.74	9990.00	3.7070	0.0497	3.6200	9619.0	21.0	OPTIMAL	4.8051	True	9831.0	2.5450
kro124	5	10	18082.10	103.03	17842.00	9.3290	0.0844	9.2200	16595.0	23.8	OPTIMAL	8.9611	True	16951.0	6.6728
kro124	8	10	26518.50	14.23	26514.00	23.2270	0.1522	22.8500	25036.0	24.8	OPTIMAL	5.9215	True	25607.0	3.5596
p43	2	10	371.00	0.00	371.00	5.1980	0.0487	5.1100	371.0	0.9	OPTIMAL	0.0000	False	371.0	0.0000
p43	5	10	371.00	0.00	371.00	4.7380	0.0437	4.6800	371.0	1.2	OPTIMAL	0.0000	False	371.0	0.0000
p43	8	10	371.00	0.00	371.00	2.6550	0.0381	2.5900	371.0	1.2	OPTIMAL	0.0000	False	371.0	0.0000
rbg323	2	3	1293.00	0.00	1293.00	8471.9867	200.6249	8259.1600	1181.0	30.2	OPTIMAL	9.4835	False	1201.0	7.6603
rbg323	5	3	1300.67	6.35	1297.00	8780.4333	108.9256	8705.6100	1181.0	31.0	OPTIMAL	10.1327	False	1201.0	8.2986
rbg323	8	3	1290.00	0.00	1290.00	7750.2000	96.5888	7661.8900	1181.0	47.2	OPTIMAL	9.2295	False	1198.0	7.6795
rbg358	2	3	1187.00	0.00	1187.00	15003.7933	24.2946	14986.5600	987.0	34.2	OPTIMAL	20.2634	False	990.0	19.8990
rbg358	5	3	1180.00	0.00	1180.00	14667.6767	6.5748	14660.2300	987.0	31.5	OPTIMAL	19.5542	False	997.0	18.3551
rbg358	8	3	1180.00	0.00	1180.00	12629.0233	58.7417	12562.1400	987.0	33.2	OPTIMAL	19.5542	False	990.0	19.1919
rbg403	2	3	2102.00	0.00	2102.00	19129.4267	34.2685	19101.7600	2054.0	49.0	OPTIMAL	2.3369	False	2102.0	0.0000
rbg403	5	3	2107.00	0.00	2107.00	19390.9100	72.1110	19310.9100	2054.0	44.3	OPTIMAL	2.5803	False	2102.0	0.2379
